,original_filename,telescope,ifilter,caldat,obs_type,proc_type,instrument,prod_type,proposal,release_date,md5sum,archive_filename,dec_max,CORN4RA,CORN2DEC,CORN3RA,OBJECT,SEQID,CORN1RA,AIRMASS,CORN1DEC,CORN4DEC,EXPTIME,CORN3DEC,CORN2RA,url,out_path,pipe_path
0,/home/data/n4305565.fits,kp4m,KXs,2015-03-06,object,instcal,newfirm,image,2015A-0048,2016-08-27,ecc1c1fe65438fc156e9c821d8a5c0c7,/net/archive/pipeline/Q20150416/K4N15A/20150304/k4n_150307_113502_ooi_KXs_v1.fits.fz,24.971027777777778,186.7189,24.74073,186.9788,KRouleaux,K4N15A_20150304_0133,186.4709,1.231,24.97623,25.20133,10.0,24.97632,186.7193,https://astroarchive.noirlab.edu/api/retrieve/ecc1c1fe65438fc156e9c821d8a5c0c7/,./fits/k4n_150307_113502_dover.fits.fz,./fits/k4n_150307_113502_dover_pipe.csv
